"error","ranef","alpha","var.settings","variable","prop.reject","nortest","random.effect","rotation","s"
"exp","norm",0.05,"sige1_sigb2","AD.b1",0.041,"AD","b1","Rotated",35
"exp","norm",0.1,"sige1_sigb2","AD.b1",0.084,"AD","b1","Rotated",35
"exp","t",0.05,"sige1_sigb2","AD.b1",0.169,"AD","b1","Rotated",35
"exp","t",0.1,"sige1_sigb2","AD.b1",0.251,"AD","b1","Rotated",35
"norm","exp",0.05,"sige1_sigb2","AD.b1",0.166,"AD","b1","Rotated",35
"norm","exp",0.1,"sige1_sigb2","AD.b1",0.254,"AD","b1","Rotated",35
"norm","norm",0.05,"sige1_sigb2","AD.b1",0.051,"AD","b1","Rotated",35
"norm","norm",0.1,"sige1_sigb2","AD.b1",0.109,"AD","b1","Rotated",35
"norm","t",0.05,"sige1_sigb2","AD.b1",0.173,"AD","b1","Rotated",35
"norm","t",0.1,"sige1_sigb2","AD.b1",0.244,"AD","b1","Rotated",35
"t","exp",0.05,"sige1_sigb2","AD.b1",0.174,"AD","b1","Rotated",35
"t","exp",0.1,"sige1_sigb2","AD.b1",0.261,"AD","b1","Rotated",35
"t","norm",0.05,"sige1_sigb2","AD.b1",0.046,"AD","b1","Rotated",35
"t","norm",0.1,"sige1_sigb2","AD.b1",0.102,"AD","b1","Rotated",35
"t","t",0.05,"sige1_sigb2","AD.b1",0.21,"AD","b1","Rotated",35
"t","t",0.1,"sige1_sigb2","AD.b1",0.274,"AD","b1","Rotated",35
"exp","exp",0.05,"sige2_sigb1","AD.b1",0.097,"AD","b1","Rotated",40
"exp","exp",0.1,"sige2_sigb1","AD.b1",0.155,"AD","b1","Rotated",40
"exp","norm",0.05,"sige2_sigb1","AD.b1",0.062,"AD","b1","Rotated",40
"exp","norm",0.1,"sige2_sigb1","AD.b1",0.118,"AD","b1","Rotated",40
"exp","t",0.05,"sige2_sigb1","AD.b1",0.093,"AD","b1","Rotated",40
"exp","t",0.1,"sige2_sigb1","AD.b1",0.153,"AD","b1","Rotated",40
"norm","exp",0.05,"sige2_sigb1","AD.b1",0.054,"AD","b1","Rotated",40
"norm","exp",0.1,"sige2_sigb1","AD.b1",0.099,"AD","b1","Rotated",40
"norm","norm",0.05,"sige2_sigb1","AD.b1",0.039,"AD","b1","Rotated",40
"norm","norm",0.1,"sige2_sigb1","AD.b1",0.091,"AD","b1","Rotated",40
"norm","t",0.05,"sige2_sigb1","AD.b1",0.057,"AD","b1","Rotated",40
"norm","t",0.1,"sige2_sigb1","AD.b1",0.108,"AD","b1","Rotated",40
"t","exp",0.05,"sige2_sigb1","AD.b1",0.118,"AD","b1","Rotated",40
"t","exp",0.1,"sige2_sigb1","AD.b1",0.172,"AD","b1","Rotated",40
"t","norm",0.05,"sige2_sigb1","AD.b1",0.104,"AD","b1","Rotated",40
"t","norm",0.1,"sige2_sigb1","AD.b1",0.158,"AD","b1","Rotated",40
"t","t",0.05,"sige2_sigb1","AD.b1",0.159,"AD","b1","Rotated",40
"t","t",0.1,"sige2_sigb1","AD.b1",0.221,"AD","b1","Rotated",40
"exp","exp",0.05,"sige1_sigb1","AD.b1",0.126,"AD","b1","Rotated",40
"exp","exp",0.1,"sige1_sigb1","AD.b1",0.185,"AD","b1","Rotated",40
"exp","norm",0.05,"sige1_sigb1","AD.b1",0.057,"AD","b1","Rotated",40
"exp","norm",0.1,"sige1_sigb1","AD.b1",0.119,"AD","b1","Rotated",40
"exp","t",0.05,"sige1_sigb1","AD.b1",0.132,"AD","b1","Rotated",40
"exp","t",0.1,"sige1_sigb1","AD.b1",0.177,"AD","b1","Rotated",40
"norm","exp",0.05,"sige1_sigb1","AD.b1",0.105,"AD","b1","Rotated",40
"norm","exp",0.1,"sige1_sigb1","AD.b1",0.18,"AD","b1","Rotated",40
"norm","norm",0.05,"sige1_sigb1","AD.b1",0.053,"AD","b1","Rotated",40
"norm","norm",0.1,"sige1_sigb1","AD.b1",0.098,"AD","b1","Rotated",40
"norm","t",0.05,"sige1_sigb1","AD.b1",0.131,"AD","b1","Rotated",40
"norm","t",0.1,"sige1_sigb1","AD.b1",0.192,"AD","b1","Rotated",40
"t","exp",0.05,"sige1_sigb1","AD.b1",0.144,"AD","b1","Rotated",40
"t","exp",0.1,"sige1_sigb1","AD.b1",0.217,"AD","b1","Rotated",40
"t","norm",0.05,"sige1_sigb1","AD.b1",0.094,"AD","b1","Rotated",40
"t","norm",0.1,"sige1_sigb1","AD.b1",0.151,"AD","b1","Rotated",40
"t","t",0.05,"sige1_sigb1","AD.b1",0.176,"AD","b1","Rotated",40
"t","t",0.1,"sige1_sigb1","AD.b1",0.245,"AD","b1","Rotated",40
"exp","exp",0.05,"sige1_sigb2","AD.b1",0.167,"AD","b1","Rotated",40
"exp","exp",0.1,"sige1_sigb2","AD.b1",0.276,"AD","b1","Rotated",40
"exp","norm",0.05,"sige1_sigb2","AD.b1",0.044,"AD","b1","Rotated",40
"exp","norm",0.1,"sige1_sigb2","AD.b1",0.093,"AD","b1","Rotated",40
"exp","t",0.05,"sige1_sigb2","AD.b1",0.192,"AD","b1","Rotated",40
"exp","t",0.1,"sige1_sigb2","AD.b1",0.259,"AD","b1","Rotated",40
"norm","exp",0.05,"sige1_sigb2","AD.b1",0.171,"AD","b1","Rotated",40
"norm","exp",0.1,"sige1_sigb2","AD.b1",0.264,"AD","b1","Rotated",40
"norm","norm",0.05,"sige1_sigb2","AD.b1",0.05,"AD","b1","Rotated",40
"norm","norm",0.1,"sige1_sigb2","AD.b1",0.108,"AD","b1","Rotated",40
"norm","t",0.05,"sige1_sigb2","AD.b1",0.193,"AD","b1","Rotated",40
"norm","t",0.1,"sige1_sigb2","AD.b1",0.265,"AD","b1","Rotated",40
"t","exp",0.05,"sige1_sigb2","AD.b1",0.198,"AD","b1","Rotated",40
"t","exp",0.1,"sige1_sigb2","AD.b1",0.282,"AD","b1","Rotated",40
"t","norm",0.05,"sige1_sigb2","AD.b1",0.063,"AD","b1","Rotated",40
"t","norm",0.1,"sige1_sigb2","AD.b1",0.113,"AD","b1","Rotated",40
"t","t",0.05,"sige1_sigb2","AD.b1",0.234,"AD","b1","Rotated",40
"t","t",0.1,"sige1_sigb2","AD.b1",0.299,"AD","b1","Rotated",40
"exp","exp",0.05,"sige2_sigb1","AD.b1",0.102,"AD","b1","Rotated",45
"exp","exp",0.1,"sige2_sigb1","AD.b1",0.168,"AD","b1","Rotated",45
"exp","norm",0.05,"sige2_sigb1","AD.b1",0.066,"AD","b1","Rotated",45
"exp","norm",0.1,"sige2_sigb1","AD.b1",0.13,"AD","b1","Rotated",45
"exp","t",0.05,"sige2_sigb1","AD.b1",0.103,"AD","b1","Rotated",45
"exp","t",0.1,"sige2_sigb1","AD.b1",0.187,"AD","b1","Rotated",45
"norm","exp",0.05,"sige2_sigb1","AD.b1",0.066,"AD","b1","Rotated",45
"norm","exp",0.1,"sige2_sigb1","AD.b1",0.12,"AD","b1","Rotated",45
"norm","norm",0.05,"sige2_sigb1","AD.b1",0.041,"AD","b1","Rotated",45
"norm","norm",0.1,"sige2_sigb1","AD.b1",0.072,"AD","b1","Rotated",45
"norm","t",0.05,"sige2_sigb1","AD.b1",0.068,"AD","b1","Rotated",45
"norm","t",0.1,"sige2_sigb1","AD.b1",0.109,"AD","b1","Rotated",45
"t","exp",0.05,"sige2_sigb1","AD.b1",0.121,"AD","b1","Rotated",45
"t","exp",0.1,"sige2_sigb1","AD.b1",0.19,"AD","b1","Rotated",45
"t","norm",0.05,"sige2_sigb1","AD.b1",0.099,"AD","b1","Rotated",45
"t","norm",0.1,"sige2_sigb1","AD.b1",0.163,"AD","b1","Rotated",45
"t","t",0.05,"sige2_sigb1","AD.b1",0.177,"AD","b1","Rotated",45
"t","t",0.1,"sige2_sigb1","AD.b1",0.247,"AD","b1","Rotated",45
"exp","exp",0.05,"sige1_sigb1","AD.b1",0.124,"AD","b1","Rotated",45
"exp","exp",0.1,"sige1_sigb1","AD.b1",0.195,"AD","b1","Rotated",45
"exp","norm",0.05,"sige1_sigb1","AD.b1",0.061,"AD","b1","Rotated",45
"exp","norm",0.1,"sige1_sigb1","AD.b1",0.113,"AD","b1","Rotated",45
"exp","t",0.05,"sige1_sigb1","AD.b1",0.137,"AD","b1","Rotated",45
"exp","t",0.1,"sige1_sigb1","AD.b1",0.197,"AD","b1","Rotated",45
"norm","exp",0.05,"sige1_sigb1","AD.b1",0.103,"AD","b1","Rotated",45
"norm","exp",0.1,"sige1_sigb1","AD.b1",0.166,"AD","b1","Rotated",45
"norm","norm",0.05,"sige1_sigb1","AD.b1",0.05,"AD","b1","Rotated",45
"norm","norm",0.1,"sige1_sigb1","AD.b1",0.096,"AD","b1","Rotated",45
"norm","t",0.05,"sige1_sigb1","AD.b1",0.135,"AD","b1","Rotated",45
"norm","t",0.1,"sige1_sigb1","AD.b1",0.208,"AD","b1","Rotated",45
"t","exp",0.05,"sige1_sigb1","AD.b1",0.159,"AD","b1","Rotated",45
"t","exp",0.1,"sige1_sigb1","AD.b1",0.225,"AD","b1","Rotated",45
"t","norm",0.05,"sige1_sigb1","AD.b1",0.096,"AD","b1","Rotated",45
"t","norm",0.1,"sige1_sigb1","AD.b1",0.149,"AD","b1","Rotated",45
"t","t",0.05,"sige1_sigb1","AD.b1",0.18,"AD","b1","Rotated",45
"t","t",0.1,"sige1_sigb1","AD.b1",0.263,"AD","b1","Rotated",45
"exp","exp",0.05,"sige1_sigb2","AD.b1",0.18,"AD","b1","Rotated",45
"exp","exp",0.1,"sige1_sigb2","AD.b1",0.274,"AD","b1","Rotated",45
"exp","norm",0.05,"sige1_sigb2","AD.b1",0.051,"AD","b1","Rotated",45
"exp","norm",0.1,"sige1_sigb2","AD.b1",0.088,"AD","b1","Rotated",45
"exp","t",0.05,"sige1_sigb2","AD.b1",0.192,"AD","b1","Rotated",45
"exp","t",0.1,"sige1_sigb2","AD.b1",0.283,"AD","b1","Rotated",45
"norm","exp",0.05,"sige1_sigb2","AD.b1",0.179,"AD","b1","Rotated",45
"norm","exp",0.1,"sige1_sigb2","AD.b1",0.272,"AD","b1","Rotated",45
"norm","norm",0.05,"sige1_sigb2","AD.b1",0.053,"AD","b1","Rotated",45
"norm","norm",0.1,"sige1_sigb2","AD.b1",0.108,"AD","b1","Rotated",45
"norm","t",0.05,"sige1_sigb2","AD.b1",0.2,"AD","b1","Rotated",45
"norm","t",0.1,"sige1_sigb2","AD.b1",0.284,"AD","b1","Rotated",45
"t","exp",0.05,"sige1_sigb2","AD.b1",0.202,"AD","b1","Rotated",45
"t","exp",0.1,"sige1_sigb2","AD.b1",0.295,"AD","b1","Rotated",45
"t","norm",0.05,"sige1_sigb2","AD.b1",0.05,"AD","b1","Rotated",45
"t","norm",0.1,"sige1_sigb2","AD.b1",0.113,"AD","b1","Rotated",45
"t","t",0.05,"sige1_sigb2","AD.b1",0.243,"AD","b1","Rotated",45
"t","t",0.1,"sige1_sigb2","AD.b1",0.318,"AD","b1","Rotated",45
"exp","exp",0.05,"sige2_sigb1","AD.b1",0.098,"AD","b1","Rotated",50
"exp","exp",0.1,"sige2_sigb1","AD.b1",0.155,"AD","b1","Rotated",50
"exp","norm",0.05,"sige2_sigb1","AD.b1",0.073,"AD","b1","Rotated",50
"exp","norm",0.1,"sige2_sigb1","AD.b1",0.12,"AD","b1","Rotated",50
"exp","t",0.05,"sige2_sigb1","AD.b1",0.11,"AD","b1","Rotated",50
"exp","t",0.1,"sige2_sigb1","AD.b1",0.188,"AD","b1","Rotated",50
"norm","exp",0.05,"sige2_sigb1","AD.b1",0.057,"AD","b1","Rotated",50
"norm","exp",0.1,"sige2_sigb1","AD.b1",0.113,"AD","b1","Rotated",50
"norm","norm",0.05,"sige2_sigb1","AD.b1",0.038,"AD","b1","Rotated",50
"norm","norm",0.1,"sige2_sigb1","AD.b1",0.082,"AD","b1","Rotated",50
"norm","t",0.05,"sige2_sigb1","AD.b1",0.069,"AD","b1","Rotated",50
"norm","t",0.1,"sige2_sigb1","AD.b1",0.12,"AD","b1","Rotated",50
"t","exp",0.05,"sige2_sigb1","AD.b1",0.136,"AD","b1","Rotated",50
"t","exp",0.1,"sige2_sigb1","AD.b1",0.192,"AD","b1","Rotated",50
"t","norm",0.05,"sige2_sigb1","AD.b1",0.105,"AD","b1","Rotated",50
"t","norm",0.1,"sige2_sigb1","AD.b1",0.162,"AD","b1","Rotated",50
"t","t",0.05,"sige2_sigb1","AD.b1",0.19,"AD","b1","Rotated",50
"t","t",0.1,"sige2_sigb1","AD.b1",0.263,"AD","b1","Rotated",50
"exp","exp",0.05,"sige1_sigb1","AD.b1",0.125,"AD","b1","Rotated",50
"exp","exp",0.1,"sige1_sigb1","AD.b1",0.201,"AD","b1","Rotated",50
"exp","norm",0.05,"sige1_sigb1","AD.b1",0.055,"AD","b1","Rotated",50
"exp","norm",0.1,"sige1_sigb1","AD.b1",0.119,"AD","b1","Rotated",50
"exp","t",0.05,"sige1_sigb1","AD.b1",0.137,"AD","b1","Rotated",50
"exp","t",0.1,"sige1_sigb1","AD.b1",0.21,"AD","b1","Rotated",50
"norm","exp",0.05,"sige1_sigb1","AD.b1",0.097,"AD","b1","Rotated",50
"norm","exp",0.1,"sige1_sigb1","AD.b1",0.174,"AD","b1","Rotated",50
"norm","norm",0.05,"sige1_sigb1","AD.b1",0.053,"AD","b1","Rotated",50
"norm","norm",0.1,"sige1_sigb1","AD.b1",0.103,"AD","b1","Rotated",50
"norm","t",0.05,"sige1_sigb1","AD.b1",0.13,"AD","b1","Rotated",50
"norm","t",0.1,"sige1_sigb1","AD.b1",0.201,"AD","b1","Rotated",50
"t","exp",0.05,"sige1_sigb1","AD.b1",0.167,"AD","b1","Rotated",50
"t","exp",0.1,"sige1_sigb1","AD.b1",0.238,"AD","b1","Rotated",50
"t","norm",0.05,"sige1_sigb1","AD.b1",0.095,"AD","b1","Rotated",50
"t","norm",0.1,"sige1_sigb1","AD.b1",0.155,"AD","b1","Rotated",50
"t","t",0.05,"sige1_sigb1","AD.b1",0.198,"AD","b1","Rotated",50
"t","t",0.1,"sige1_sigb1","AD.b1",0.279,"AD","b1","Rotated",50
"exp","exp",0.05,"sige1_sigb2","AD.b1",0.188,"AD","b1","Rotated",50
"exp","exp",0.1,"sige1_sigb2","AD.b1",0.282,"AD","b1","Rotated",50
"exp","norm",0.05,"sige1_sigb2","AD.b1",0.057,"AD","b1","Rotated",50
"exp","norm",0.1,"sige1_sigb2","AD.b1",0.096,"AD","b1","Rotated",50
"exp","t",0.05,"sige1_sigb2","AD.b1",0.204,"AD","b1","Rotated",50
"exp","t",0.1,"sige1_sigb2","AD.b1",0.29,"AD","b1","Rotated",50
"norm","exp",0.05,"sige1_sigb2","AD.b1",0.182,"AD","b1","Rotated",50
"norm","exp",0.1,"sige1_sigb2","AD.b1",0.286,"AD","b1","Rotated",50
"norm","norm",0.05,"sige1_sigb2","AD.b1",0.051,"AD","b1","Rotated",50
"norm","norm",0.1,"sige1_sigb2","AD.b1",0.105,"AD","b1","Rotated",50
"norm","t",0.05,"sige1_sigb2","AD.b1",0.219,"AD","b1","Rotated",50
"norm","t",0.1,"sige1_sigb2","AD.b1",0.301,"AD","b1","Rotated",50
"t","exp",0.05,"sige1_sigb2","AD.b1",0.218,"AD","b1","Rotated",50
"t","exp",0.1,"sige1_sigb2","AD.b1",0.325,"AD","b1","Rotated",50
"t","norm",0.05,"sige1_sigb2","AD.b1",0.063,"AD","b1","Rotated",50
"t","norm",0.1,"sige1_sigb2","AD.b1",0.115,"AD","b1","Rotated",50
"t","t",0.05,"sige1_sigb2","AD.b1",0.251,"AD","b1","Rotated",50
"t","t",0.1,"sige1_sigb2","AD.b1",0.334,"AD","b1","Rotated",50
"exp","exp",0.05,"sige2_sigb1","AD.b1",0.099,"AD","b1","Rotated",55
"exp","exp",0.1,"sige2_sigb1","AD.b1",0.163,"AD","b1","Rotated",55
"exp","norm",0.05,"sige2_sigb1","AD.b1",0.079,"AD","b1","Rotated",55
"exp","norm",0.1,"sige2_sigb1","AD.b1",0.138,"AD","b1","Rotated",55
"exp","t",0.05,"sige2_sigb1","AD.b1",0.121,"AD","b1","Rotated",55
"exp","t",0.1,"sige2_sigb1","AD.b1",0.192,"AD","b1","Rotated",55
"norm","exp",0.05,"sige2_sigb1","AD.b1",0.064,"AD","b1","Rotated",55
"norm","exp",0.1,"sige2_sigb1","AD.b1",0.103,"AD","b1","Rotated",55
"norm","norm",0.05,"sige2_sigb1","AD.b1",0.035,"AD","b1","Rotated",55
"norm","norm",0.1,"sige2_sigb1","AD.b1",0.075,"AD","b1","Rotated",55
"norm","t",0.05,"sige2_sigb1","AD.b1",0.068,"AD","b1","Rotated",55
"norm","t",0.1,"sige2_sigb1","AD.b1",0.122,"AD","b1","Rotated",55
"t","exp",0.05,"sige2_sigb1","AD.b1",0.15,"AD","b1","Rotated",55
"t","exp",0.1,"sige2_sigb1","AD.b1",0.216,"AD","b1","Rotated",55
"t","norm",0.05,"sige2_sigb1","AD.b1",0.116,"AD","b1","Rotated",55
"t","norm",0.1,"sige2_sigb1","AD.b1",0.178,"AD","b1","Rotated",55
"t","t",0.05,"sige2_sigb1","AD.b1",0.193,"AD","b1","Rotated",55
"t","t",0.1,"sige2_sigb1","AD.b1",0.278,"AD","b1","Rotated",55
"exp","exp",0.05,"sige1_sigb1","AD.b1",0.138,"AD","b1","Rotated",55
"exp","exp",0.1,"sige1_sigb1","AD.b1",0.213,"AD","b1","Rotated",55
"exp","norm",0.05,"sige1_sigb1","AD.b1",0.064,"AD","b1","Rotated",55
"exp","norm",0.1,"sige1_sigb1","AD.b1",0.125,"AD","b1","Rotated",55
"exp","t",0.05,"sige1_sigb1","AD.b1",0.145,"AD","b1","Rotated",55
"exp","t",0.1,"sige1_sigb1","AD.b1",0.222,"AD","b1","Rotated",55
"norm","exp",0.05,"sige1_sigb1","AD.b1",0.102,"AD","b1","Rotated",55
"norm","exp",0.1,"sige1_sigb1","AD.b1",0.181,"AD","b1","Rotated",55
"norm","norm",0.05,"sige1_sigb1","AD.b1",0.053,"AD","b1","Rotated",55
"norm","norm",0.1,"sige1_sigb1","AD.b1",0.094,"AD","b1","Rotated",55
"norm","t",0.05,"sige1_sigb1","AD.b1",0.125,"AD","b1","Rotated",55
"norm","t",0.1,"sige1_sigb1","AD.b1",0.193,"AD","b1","Rotated",55
"t","exp",0.05,"sige1_sigb1","AD.b1",0.174,"AD","b1","Rotated",55
"t","exp",0.1,"sige1_sigb1","AD.b1",0.239,"AD","b1","Rotated",55
"t","norm",0.05,"sige1_sigb1","AD.b1",0.094,"AD","b1","Rotated",55
"t","norm",0.1,"sige1_sigb1","AD.b1",0.158,"AD","b1","Rotated",55
"t","t",0.05,"sige1_sigb1","AD.b1",0.215,"AD","b1","Rotated",55
"t","t",0.1,"sige1_sigb1","AD.b1",0.293,"AD","b1","Rotated",55
"exp","exp",0.05,"sige1_sigb2","AD.b1",0.185,"AD","b1","Rotated",55
"exp","exp",0.1,"sige1_sigb2","AD.b1",0.286,"AD","b1","Rotated",55
"exp","norm",0.05,"sige1_sigb2","AD.b1",0.057,"AD","b1","Rotated",55
"exp","norm",0.1,"sige1_sigb2","AD.b1",0.105,"AD","b1","Rotated",55
"exp","t",0.05,"sige1_sigb2","AD.b1",0.216,"AD","b1","Rotated",55
"exp","t",0.1,"sige1_sigb2","AD.b1",0.307,"AD","b1","Rotated",55
"norm","exp",0.05,"sige1_sigb2","AD.b1",0.181,"AD","b1","Rotated",55
"norm","exp",0.1,"sige1_sigb2","AD.b1",0.289,"AD","b1","Rotated",55
"norm","norm",0.05,"sige1_sigb2","AD.b1",0.057,"AD","b1","Rotated",55
"norm","norm",0.1,"sige1_sigb2","AD.b1",0.113,"AD","b1","Rotated",55
"norm","t",0.05,"sige1_sigb2","AD.b1",0.225,"AD","b1","Rotated",55
"norm","t",0.1,"sige1_sigb2","AD.b1",0.308,"AD","b1","Rotated",55
"t","exp",0.05,"sige1_sigb2","AD.b1",0.235,"AD","b1","Rotated",55
"t","exp",0.1,"sige1_sigb2","AD.b1",0.333,"AD","b1","Rotated",55
"t","norm",0.05,"sige1_sigb2","AD.b1",0.072,"AD","b1","Rotated",55
"t","norm",0.1,"sige1_sigb2","AD.b1",0.136,"AD","b1","Rotated",55
"t","t",0.05,"sige1_sigb2","AD.b1",0.269,"AD","b1","Rotated",55
"t","t",0.1,"sige1_sigb2","AD.b1",0.358,"AD","b1","Rotated",55
"exp","exp",0.05,"sige2_sigb1","AD.b1",0.113,"AD","b1","Rotated",59
"exp","exp",0.1,"sige2_sigb1","AD.b1",0.187,"AD","b1","Rotated",59
"exp","norm",0.05,"sige2_sigb1","AD.b1",0.068,"AD","b1","Rotated",59
"exp","norm",0.1,"sige2_sigb1","AD.b1",0.141,"AD","b1","Rotated",59
"exp","t",0.05,"sige2_sigb1","AD.b1",0.13,"AD","b1","Rotated",59
"exp","t",0.1,"sige2_sigb1","AD.b1",0.202,"AD","b1","Rotated",59
"norm","exp",0.05,"sige2_sigb1","AD.b1",0.058,"AD","b1","Rotated",59
"norm","exp",0.1,"sige2_sigb1","AD.b1",0.115,"AD","b1","Rotated",59
"norm","norm",0.05,"sige2_sigb1","AD.b1",0.033,"AD","b1","Rotated",59
"norm","norm",0.1,"sige2_sigb1","AD.b1",0.079,"AD","b1","Rotated",59
"norm","t",0.05,"sige2_sigb1","AD.b1",0.072,"AD","b1","Rotated",59
"norm","t",0.1,"sige2_sigb1","AD.b1",0.119,"AD","b1","Rotated",59
"t","exp",0.05,"sige2_sigb1","AD.b1",0.16,"AD","b1","Rotated",59
"t","exp",0.1,"sige2_sigb1","AD.b1",0.22,"AD","b1","Rotated",59
"t","norm",0.05,"sige2_sigb1","AD.b1",0.134,"AD","b1","Rotated",59
"t","norm",0.1,"sige2_sigb1","AD.b1",0.202,"AD","b1","Rotated",59
"t","t",0.05,"sige2_sigb1","AD.b1",0.201,"AD","b1","Rotated",59
"t","t",0.1,"sige2_sigb1","AD.b1",0.275,"AD","b1","Rotated",59
"exp","exp",0.05,"sige1_sigb1","AD.b1",0.13,"AD","b1","Rotated",59
"exp","exp",0.1,"sige1_sigb1","AD.b1",0.206,"AD","b1","Rotated",59
"exp","norm",0.05,"sige1_sigb1","AD.b1",0.066,"AD","b1","Rotated",59
"exp","norm",0.1,"sige1_sigb1","AD.b1",0.129,"AD","b1","Rotated",59
"exp","t",0.05,"sige1_sigb1","AD.b1",0.144,"AD","b1","Rotated",59
"exp","t",0.1,"sige1_sigb1","AD.b1",0.215,"AD","b1","Rotated",59
"norm","exp",0.05,"sige1_sigb1","AD.b1",0.095,"AD","b1","Rotated",59
"norm","exp",0.1,"sige1_sigb1","AD.b1",0.178,"AD","b1","Rotated",59
"norm","norm",0.05,"sige1_sigb1","AD.b1",0.05,"AD","b1","Rotated",59
"norm","norm",0.1,"sige1_sigb1","AD.b1",0.098,"AD","b1","Rotated",59
"norm","t",0.05,"sige1_sigb1","AD.b1",0.122,"AD","b1","Rotated",59
"norm","t",0.1,"sige1_sigb1","AD.b1",0.191,"AD","b1","Rotated",59
"t","exp",0.05,"sige1_sigb1","AD.b1",0.179,"AD","b1","Rotated",59
"t","exp",0.1,"sige1_sigb1","AD.b1",0.257,"AD","b1","Rotated",59
"t","norm",0.05,"sige1_sigb1","AD.b1",0.092,"AD","b1","Rotated",59
"t","norm",0.1,"sige1_sigb1","AD.b1",0.156,"AD","b1","Rotated",59
"t","t",0.05,"sige1_sigb1","AD.b1",0.215,"AD","b1","Rotated",59
"t","t",0.1,"sige1_sigb1","AD.b1",0.312,"AD","b1","Rotated",59
"exp","exp",0.05,"sige1_sigb2","AD.b1",0.198,"AD","b1","Rotated",59
"exp","exp",0.1,"sige1_sigb2","AD.b1",0.288,"AD","b1","Rotated",59
"exp","norm",0.05,"sige1_sigb2","AD.b1",0.055,"AD","b1","Rotated",59
"exp","norm",0.1,"sige1_sigb2","AD.b1",0.094,"AD","b1","Rotated",59
"exp","t",0.05,"sige1_sigb2","AD.b1",0.213,"AD","b1","Rotated",59
"exp","t",0.1,"sige1_sigb2","AD.b1",0.308,"AD","b1","Rotated",59
"norm","exp",0.05,"sige1_sigb2","AD.b1",0.198,"AD","b1","Rotated",59
"norm","exp",0.1,"sige1_sigb2","AD.b1",0.298,"AD","b1","Rotated",59
"norm","norm",0.05,"sige1_sigb2","AD.b1",0.057,"AD","b1","Rotated",59
"norm","norm",0.1,"sige1_sigb2","AD.b1",0.108,"AD","b1","Rotated",59
"norm","t",0.05,"sige1_sigb2","AD.b1",0.23,"AD","b1","Rotated",59
"norm","t",0.1,"sige1_sigb2","AD.b1",0.303,"AD","b1","Rotated",59
"t","exp",0.05,"sige1_sigb2","AD.b1",0.252,"AD","b1","Rotated",59
"t","exp",0.1,"sige1_sigb2","AD.b1",0.363,"AD","b1","Rotated",59
"t","norm",0.05,"sige1_sigb2","AD.b1",0.078,"AD","b1","Rotated",59
"t","norm",0.1,"sige1_sigb2","AD.b1",0.128,"AD","b1","Rotated",59
"t","t",0.05,"sige1_sigb2","AD.b1",0.287,"AD","b1","Rotated",59
"t","t",0.1,"sige1_sigb2","AD.b1",0.365,"AD","b1","Rotated",59
"exp","exp",0.05,"sige2_sigb1","CVM.b1",0.08,"CVM","b1","Rotated",30
"exp","exp",0.1,"sige2_sigb1","CVM.b1",0.131,"CVM","b1","Rotated",30
"exp","norm",0.05,"sige2_sigb1","CVM.b1",0.048,"CVM","b1","Rotated",30
"exp","norm",0.1,"sige2_sigb1","CVM.b1",0.103,"CVM","b1","Rotated",30
"exp","t",0.05,"sige2_sigb1","CVM.b1",0.064,"CVM","b1","Rotated",30
"exp","t",0.1,"sige2_sigb1","CVM.b1",0.126,"CVM","b1","Rotated",30
"norm","exp",0.05,"sige2_sigb1","CVM.b1",0.06,"CVM","b1","Rotated",30
"norm","exp",0.1,"sige2_sigb1","CVM.b1",0.114,"CVM","b1","Rotated",30
"norm","norm",0.05,"sige2_sigb1","CVM.b1",0.05,"CVM","b1","Rotated",30
"norm","norm",0.1,"sige2_sigb1","CVM.b1",0.112,"CVM","b1","Rotated",30
"norm","t",0.05,"sige2_sigb1","CVM.b1",0.062,"CVM","b1","Rotated",30
"norm","t",0.1,"sige2_sigb1","CVM.b1",0.115,"CVM","b1","Rotated",30
"t","exp",0.05,"sige2_sigb1","CVM.b1",0.107,"CVM","b1","Rotated",30
"t","exp",0.1,"sige2_sigb1","CVM.b1",0.177,"CVM","b1","Rotated",30
"t","norm",0.05,"sige2_sigb1","CVM.b1",0.074,"CVM","b1","Rotated",30
"t","norm",0.1,"sige2_sigb1","CVM.b1",0.135,"CVM","b1","Rotated",30
"t","t",0.05,"sige2_sigb1","CVM.b1",0.129,"CVM","b1","Rotated",30
"t","t",0.1,"sige2_sigb1","CVM.b1",0.193,"CVM","b1","Rotated",30
"exp","exp",0.05,"sige1_sigb1","CVM.b1",0.105,"CVM","b1","Rotated",30
"exp","exp",0.1,"sige1_sigb1","CVM.b1",0.17,"CVM","b1","Rotated",30
"exp","norm",0.05,"sige1_sigb1","CVM.b1",0.061,"CVM","b1","Rotated",30
"exp","norm",0.1,"sige1_sigb1","CVM.b1",0.105,"CVM","b1","Rotated",30
"exp","t",0.05,"sige1_sigb1","CVM.b1",0.088,"CVM","b1","Rotated",30
"exp","t",0.1,"sige1_sigb1","CVM.b1",0.159,"CVM","b1","Rotated",30
"norm","exp",0.05,"sige1_sigb1","CVM.b1",0.105,"CVM","b1","Rotated",30
"norm","exp",0.1,"sige1_sigb1","CVM.b1",0.18,"CVM","b1","Rotated",30
"norm","norm",0.05,"sige1_sigb1","CVM.b1",0.057,"CVM","b1","Rotated",30
