"error","ranef","alpha","var.settings","variable","prop.reject","nortest","random.effect","rotation","s"
"exp","exp",0.05,"sige1_sigb2","AD.b0.vmx",0.384,"AD","b0","Varimax Rotated",58
"exp","exp",0.1,"sige1_sigb2","AD.b0.vmx",0.5,"AD","b0","Varimax Rotated",58
"exp","norm",0.05,"sige1_sigb2","AD.b0.vmx",0.043,"AD","b0","Varimax Rotated",58
"exp","norm",0.1,"sige1_sigb2","AD.b0.vmx",0.077,"AD","b0","Varimax Rotated",58
"exp","t",0.05,"sige1_sigb2","AD.b0.vmx",0.443,"AD","b0","Varimax Rotated",58
"exp","t",0.1,"sige1_sigb2","AD.b0.vmx",0.526,"AD","b0","Varimax Rotated",58
"norm","exp",0.05,"sige1_sigb2","AD.b0.vmx",0.367,"AD","b0","Varimax Rotated",58
"norm","exp",0.1,"sige1_sigb2","AD.b0.vmx",0.493,"AD","b0","Varimax Rotated",58
"norm","norm",0.05,"sige1_sigb2","AD.b0.vmx",0.047,"AD","b0","Varimax Rotated",58
"norm","norm",0.1,"sige1_sigb2","AD.b0.vmx",0.103,"AD","b0","Varimax Rotated",58
"norm","t",0.05,"sige1_sigb2","AD.b0.vmx",0.432,"AD","b0","Varimax Rotated",58
"norm","t",0.1,"sige1_sigb2","AD.b0.vmx",0.526,"AD","b0","Varimax Rotated",58
"t","exp",0.05,"sige1_sigb2","AD.b0.vmx",0.379,"AD","b0","Varimax Rotated",58
"t","exp",0.1,"sige1_sigb2","AD.b0.vmx",0.477,"AD","b0","Varimax Rotated",58
"t","norm",0.05,"sige1_sigb2","AD.b0.vmx",0.051,"AD","b0","Varimax Rotated",58
"t","norm",0.1,"sige1_sigb2","AD.b0.vmx",0.097,"AD","b0","Varimax Rotated",58
"t","t",0.05,"sige1_sigb2","AD.b0.vmx",0.441,"AD","b0","Varimax Rotated",58
"t","t",0.1,"sige1_sigb2","AD.b0.vmx",0.536,"AD","b0","Varimax Rotated",58
"exp","exp",0.05,"sige2_sigb1","CVM.b0.vmx",0.181,"CVM","b0","Varimax Rotated",30
"exp","exp",0.1,"sige2_sigb1","CVM.b0.vmx",0.261,"CVM","b0","Varimax Rotated",30
"exp","norm",0.05,"sige2_sigb1","CVM.b0.vmx",0.063,"CVM","b0","Varimax Rotated",30
"exp","norm",0.1,"sige2_sigb1","CVM.b0.vmx",0.112,"CVM","b0","Varimax Rotated",30
"exp","t",0.05,"sige2_sigb1","CVM.b0.vmx",0.195,"CVM","b0","Varimax Rotated",30
"exp","t",0.1,"sige2_sigb1","CVM.b0.vmx",0.266,"CVM","b0","Varimax Rotated",30
"norm","exp",0.05,"sige2_sigb1","CVM.b0.vmx",0.184,"CVM","b0","Varimax Rotated",30
"norm","exp",0.1,"sige2_sigb1","CVM.b0.vmx",0.27,"CVM","b0","Varimax Rotated",30
"norm","norm",0.05,"sige2_sigb1","CVM.b0.vmx",0.052,"CVM","b0","Varimax Rotated",30
"norm","norm",0.1,"sige2_sigb1","CVM.b0.vmx",0.096,"CVM","b0","Varimax Rotated",30
"norm","t",0.05,"sige2_sigb1","CVM.b0.vmx",0.198,"CVM","b0","Varimax Rotated",30
"norm","t",0.1,"sige2_sigb1","CVM.b0.vmx",0.275,"CVM","b0","Varimax Rotated",30
"t","exp",0.05,"sige2_sigb1","CVM.b0.vmx",0.213,"CVM","b0","Varimax Rotated",30
"t","exp",0.1,"sige2_sigb1","CVM.b0.vmx",0.286,"CVM","b0","Varimax Rotated",30
"t","norm",0.05,"sige2_sigb1","CVM.b0.vmx",0.052,"CVM","b0","Varimax Rotated",30
"t","norm",0.1,"sige2_sigb1","CVM.b0.vmx",0.1,"CVM","b0","Varimax Rotated",30
"t","t",0.05,"sige2_sigb1","CVM.b0.vmx",0.242,"CVM","b0","Varimax Rotated",30
"t","t",0.1,"sige2_sigb1","CVM.b0.vmx",0.312,"CVM","b0","Varimax Rotated",30
"exp","exp",0.05,"sige1_sigb1","CVM.b0.vmx",0.233,"CVM","b0","Varimax Rotated",30
"exp","exp",0.1,"sige1_sigb1","CVM.b0.vmx",0.339,"CVM","b0","Varimax Rotated",30
"exp","norm",0.05,"sige1_sigb1","CVM.b0.vmx",0.041,"CVM","b0","Varimax Rotated",30
"exp","norm",0.1,"sige1_sigb1","CVM.b0.vmx",0.097,"CVM","b0","Varimax Rotated",30
"exp","t",0.05,"sige1_sigb1","CVM.b0.vmx",0.289,"CVM","b0","Varimax Rotated",30
"exp","t",0.1,"sige1_sigb1","CVM.b0.vmx",0.361,"CVM","b0","Varimax Rotated",30
"norm","exp",0.05,"sige1_sigb1","CVM.b0.vmx",0.248,"CVM","b0","Varimax Rotated",30
"norm","exp",0.1,"sige1_sigb1","CVM.b0.vmx",0.334,"CVM","b0","Varimax Rotated",30
"norm","norm",0.05,"sige1_sigb1","CVM.b0.vmx",0.054,"CVM","b0","Varimax Rotated",30
"norm","norm",0.1,"sige1_sigb1","CVM.b0.vmx",0.113,"CVM","b0","Varimax Rotated",30
"norm","t",0.05,"sige1_sigb1","CVM.b0.vmx",0.275,"CVM","b0","Varimax Rotated",30
"norm","t",0.1,"sige1_sigb1","CVM.b0.vmx",0.355,"CVM","b0","Varimax Rotated",30
"t","exp",0.05,"sige1_sigb1","CVM.b0.vmx",0.264,"CVM","b0","Varimax Rotated",30
"t","exp",0.1,"sige1_sigb1","CVM.b0.vmx",0.36,"CVM","b0","Varimax Rotated",30
"t","norm",0.05,"sige1_sigb1","CVM.b0.vmx",0.063,"CVM","b0","Varimax Rotated",30
"t","norm",0.1,"sige1_sigb1","CVM.b0.vmx",0.116,"CVM","b0","Varimax Rotated",30
"t","t",0.05,"sige1_sigb1","CVM.b0.vmx",0.305,"CVM","b0","Varimax Rotated",30
"t","t",0.1,"sige1_sigb1","CVM.b0.vmx",0.386,"CVM","b0","Varimax Rotated",30
"exp","exp",0.05,"sige1_sigb2","CVM.b0.vmx",0.206,"CVM","b0","Varimax Rotated",30
"exp","exp",0.1,"sige1_sigb2","CVM.b0.vmx",0.302,"CVM","b0","Varimax Rotated",30
"exp","norm",0.05,"sige1_sigb2","CVM.b0.vmx",0.05,"CVM","b0","Varimax Rotated",30
"exp","norm",0.1,"sige1_sigb2","CVM.b0.vmx",0.088,"CVM","b0","Varimax Rotated",30
"exp","t",0.05,"sige1_sigb2","CVM.b0.vmx",0.259,"CVM","b0","Varimax Rotated",30
"exp","t",0.1,"sige1_sigb2","CVM.b0.vmx",0.345,"CVM","b0","Varimax Rotated",30
"norm","exp",0.05,"sige1_sigb2","CVM.b0.vmx",0.21,"CVM","b0","Varimax Rotated",30
"norm","exp",0.1,"sige1_sigb2","CVM.b0.vmx",0.315,"CVM","b0","Varimax Rotated",30
"norm","norm",0.05,"sige1_sigb2","CVM.b0.vmx",0.051,"CVM","b0","Varimax Rotated",30
"norm","norm",0.1,"sige1_sigb2","CVM.b0.vmx",0.105,"CVM","b0","Varimax Rotated",30
"norm","t",0.05,"sige1_sigb2","CVM.b0.vmx",0.264,"CVM","b0","Varimax Rotated",30
"norm","t",0.1,"sige1_sigb2","CVM.b0.vmx",0.333,"CVM","b0","Varimax Rotated",30
"t","exp",0.05,"sige1_sigb2","CVM.b0.vmx",0.227,"CVM","b0","Varimax Rotated",30
"t","exp",0.1,"sige1_sigb2","CVM.b0.vmx",0.328,"CVM","b0","Varimax Rotated",30
"t","norm",0.05,"sige1_sigb2","CVM.b0.vmx",0.054,"CVM","b0","Varimax Rotated",30
"t","norm",0.1,"sige1_sigb2","CVM.b0.vmx",0.109,"CVM","b0","Varimax Rotated",30
"t","t",0.05,"sige1_sigb2","CVM.b0.vmx",0.283,"CVM","b0","Varimax Rotated",30
"t","t",0.1,"sige1_sigb2","CVM.b0.vmx",0.376,"CVM","b0","Varimax Rotated",30
"exp","exp",0.05,"sige2_sigb1","CVM.b0.vmx",0.188,"CVM","b0","Varimax Rotated",35
"exp","exp",0.1,"sige2_sigb1","CVM.b0.vmx",0.261,"CVM","b0","Varimax Rotated",35
"exp","norm",0.05,"sige2_sigb1","CVM.b0.vmx",0.056,"CVM","b0","Varimax Rotated",35
"exp","norm",0.1,"sige2_sigb1","CVM.b0.vmx",0.116,"CVM","b0","Varimax Rotated",35
"exp","t",0.05,"sige2_sigb1","CVM.b0.vmx",0.207,"CVM","b0","Varimax Rotated",35
"exp","t",0.1,"sige2_sigb1","CVM.b0.vmx",0.283,"CVM","b0","Varimax Rotated",35
"norm","exp",0.05,"sige2_sigb1","CVM.b0.vmx",0.174,"CVM","b0","Varimax Rotated",35
"norm","exp",0.1,"sige2_sigb1","CVM.b0.vmx",0.256,"CVM","b0","Varimax Rotated",35
"norm","norm",0.05,"sige2_sigb1","CVM.b0.vmx",0.053,"CVM","b0","Varimax Rotated",35
"norm","norm",0.1,"sige2_sigb1","CVM.b0.vmx",0.108,"CVM","b0","Varimax Rotated",35
"norm","t",0.05,"sige2_sigb1","CVM.b0.vmx",0.203,"CVM","b0","Varimax Rotated",35
"norm","t",0.1,"sige2_sigb1","CVM.b0.vmx",0.274,"CVM","b0","Varimax Rotated",35
"t","exp",0.05,"sige2_sigb1","CVM.b0.vmx",0.207,"CVM","b0","Varimax Rotated",35
"t","exp",0.1,"sige2_sigb1","CVM.b0.vmx",0.292,"CVM","b0","Varimax Rotated",35
"t","norm",0.05,"sige2_sigb1","CVM.b0.vmx",0.055,"CVM","b0","Varimax Rotated",35
"t","norm",0.1,"sige2_sigb1","CVM.b0.vmx",0.109,"CVM","b0","Varimax Rotated",35
"t","t",0.05,"sige2_sigb1","CVM.b0.vmx",0.241,"CVM","b0","Varimax Rotated",35
"t","t",0.1,"sige2_sigb1","CVM.b0.vmx",0.312,"CVM","b0","Varimax Rotated",35
"exp","exp",0.05,"sige1_sigb1","CVM.b0.vmx",0.256,"CVM","b0","Varimax Rotated",35
"exp","exp",0.1,"sige1_sigb1","CVM.b0.vmx",0.337,"CVM","b0","Varimax Rotated",35
"exp","norm",0.05,"sige1_sigb1","CVM.b0.vmx",0.046,"CVM","b0","Varimax Rotated",35
"exp","norm",0.1,"sige1_sigb1","CVM.b0.vmx",0.091,"CVM","b0","Varimax Rotated",35
"exp","t",0.05,"sige1_sigb1","CVM.b0.vmx",0.302,"CVM","b0","Varimax Rotated",35
"exp","t",0.1,"sige1_sigb1","CVM.b0.vmx",0.392,"CVM","b0","Varimax Rotated",35
"norm","exp",0.05,"sige1_sigb1","CVM.b0.vmx",0.277,"CVM","b0","Varimax Rotated",35
"norm","exp",0.1,"sige1_sigb1","CVM.b0.vmx",0.364,"CVM","b0","Varimax Rotated",35
"norm","norm",0.05,"sige1_sigb1","CVM.b0.vmx",0.055,"CVM","b0","Varimax Rotated",35
"norm","norm",0.1,"sige1_sigb1","CVM.b0.vmx",0.113,"CVM","b0","Varimax Rotated",35
"norm","t",0.05,"sige1_sigb1","CVM.b0.vmx",0.297,"CVM","b0","Varimax Rotated",35
"norm","t",0.1,"sige1_sigb1","CVM.b0.vmx",0.381,"CVM","b0","Varimax Rotated",35
"t","exp",0.05,"sige1_sigb1","CVM.b0.vmx",0.291,"CVM","b0","Varimax Rotated",35
"t","exp",0.1,"sige1_sigb1","CVM.b0.vmx",0.39,"CVM","b0","Varimax Rotated",35
"t","norm",0.05,"sige1_sigb1","CVM.b0.vmx",0.041,"CVM","b0","Varimax Rotated",35
"t","norm",0.1,"sige1_sigb1","CVM.b0.vmx",0.09,"CVM","b0","Varimax Rotated",35
"t","t",0.05,"sige1_sigb1","CVM.b0.vmx",0.314,"CVM","b0","Varimax Rotated",35
"t","t",0.1,"sige1_sigb1","CVM.b0.vmx",0.388,"CVM","b0","Varimax Rotated",35
"exp","exp",0.05,"sige1_sigb2","CVM.b0.vmx",0.222,"CVM","b0","Varimax Rotated",35
"exp","exp",0.1,"sige1_sigb2","CVM.b0.vmx",0.32,"CVM","b0","Varimax Rotated",35
"exp","norm",0.05,"sige1_sigb2","CVM.b0.vmx",0.048,"CVM","b0","Varimax Rotated",35
"exp","norm",0.1,"sige1_sigb2","CVM.b0.vmx",0.092,"CVM","b0","Varimax Rotated",35
"exp","t",0.05,"sige1_sigb2","CVM.b0.vmx",0.287,"CVM","b0","Varimax Rotated",35
"exp","t",0.1,"sige1_sigb2","CVM.b0.vmx",0.372,"CVM","b0","Varimax Rotated",35
"norm","exp",0.05,"sige1_sigb2","CVM.b0.vmx",0.223,"CVM","b0","Varimax Rotated",35
"norm","exp",0.1,"sige1_sigb2","CVM.b0.vmx",0.325,"CVM","b0","Varimax Rotated",35
"norm","norm",0.05,"sige1_sigb2","CVM.b0.vmx",0.049,"CVM","b0","Varimax Rotated",35
"norm","norm",0.1,"sige1_sigb2","CVM.b0.vmx",0.101,"CVM","b0","Varimax Rotated",35
"norm","t",0.05,"sige1_sigb2","CVM.b0.vmx",0.283,"CVM","b0","Varimax Rotated",35
"norm","t",0.1,"sige1_sigb2","CVM.b0.vmx",0.384,"CVM","b0","Varimax Rotated",35
"t","exp",0.05,"sige1_sigb2","CVM.b0.vmx",0.249,"CVM","b0","Varimax Rotated",35
"t","exp",0.1,"sige1_sigb2","CVM.b0.vmx",0.345,"CVM","b0","Varimax Rotated",35
"t","norm",0.05,"sige1_sigb2","CVM.b0.vmx",0.05,"CVM","b0","Varimax Rotated",35
"t","norm",0.1,"sige1_sigb2","CVM.b0.vmx",0.108,"CVM","b0","Varimax Rotated",35
"t","t",0.05,"sige1_sigb2","CVM.b0.vmx",0.312,"CVM","b0","Varimax Rotated",35
"t","t",0.1,"sige1_sigb2","CVM.b0.vmx",0.412,"CVM","b0","Varimax Rotated",35
"exp","exp",0.05,"sige2_sigb1","CVM.b0.vmx",0.169,"CVM","b0","Varimax Rotated",40
"exp","exp",0.1,"sige2_sigb1","CVM.b0.vmx",0.252,"CVM","b0","Varimax Rotated",40
"exp","norm",0.05,"sige2_sigb1","CVM.b0.vmx",0.059,"CVM","b0","Varimax Rotated",40
"exp","norm",0.1,"sige2_sigb1","CVM.b0.vmx",0.11,"CVM","b0","Varimax Rotated",40
"exp","t",0.05,"sige2_sigb1","CVM.b0.vmx",0.218,"CVM","b0","Varimax Rotated",40
"exp","t",0.1,"sige2_sigb1","CVM.b0.vmx",0.287,"CVM","b0","Varimax Rotated",40
"norm","exp",0.05,"sige2_sigb1","CVM.b0.vmx",0.184,"CVM","b0","Varimax Rotated",40
"norm","exp",0.1,"sige2_sigb1","CVM.b0.vmx",0.274,"CVM","b0","Varimax Rotated",40
"norm","norm",0.05,"sige2_sigb1","CVM.b0.vmx",0.054,"CVM","b0","Varimax Rotated",40
"norm","norm",0.1,"sige2_sigb1","CVM.b0.vmx",0.122,"CVM","b0","Varimax Rotated",40
"norm","t",0.05,"sige2_sigb1","CVM.b0.vmx",0.201,"CVM","b0","Varimax Rotated",40
"norm","t",0.1,"sige2_sigb1","CVM.b0.vmx",0.294,"CVM","b0","Varimax Rotated",40
"t","exp",0.05,"sige2_sigb1","CVM.b0.vmx",0.21,"CVM","b0","Varimax Rotated",40
"t","exp",0.1,"sige2_sigb1","CVM.b0.vmx",0.294,"CVM","b0","Varimax Rotated",40
"t","norm",0.05,"sige2_sigb1","CVM.b0.vmx",0.058,"CVM","b0","Varimax Rotated",40
"t","norm",0.1,"sige2_sigb1","CVM.b0.vmx",0.117,"CVM","b0","Varimax Rotated",40
"t","t",0.05,"sige2_sigb1","CVM.b0.vmx",0.269,"CVM","b0","Varimax Rotated",40
"t","t",0.1,"sige2_sigb1","CVM.b0.vmx",0.355,"CVM","b0","Varimax Rotated",40
"exp","exp",0.05,"sige1_sigb1","CVM.b0.vmx",0.277,"CVM","b0","Varimax Rotated",40
"exp","exp",0.1,"sige1_sigb1","CVM.b0.vmx",0.366,"CVM","b0","Varimax Rotated",40
"exp","norm",0.05,"sige1_sigb1","CVM.b0.vmx",0.045,"CVM","b0","Varimax Rotated",40
"exp","norm",0.1,"sige1_sigb1","CVM.b0.vmx",0.101,"CVM","b0","Varimax Rotated",40
"exp","t",0.05,"sige1_sigb1","CVM.b0.vmx",0.326,"CVM","b0","Varimax Rotated",40
"exp","t",0.1,"sige1_sigb1","CVM.b0.vmx",0.414,"CVM","b0","Varimax Rotated",40
"norm","exp",0.05,"sige1_sigb1","CVM.b0.vmx",0.266,"CVM","b0","Varimax Rotated",40
"norm","exp",0.1,"sige1_sigb1","CVM.b0.vmx",0.365,"CVM","b0","Varimax Rotated",40
"norm","norm",0.05,"sige1_sigb1","CVM.b0.vmx",0.061,"CVM","b0","Varimax Rotated",40
"norm","norm",0.1,"sige1_sigb1","CVM.b0.vmx",0.109,"CVM","b0","Varimax Rotated",40
"norm","t",0.05,"sige1_sigb1","CVM.b0.vmx",0.331,"CVM","b0","Varimax Rotated",40
"norm","t",0.1,"sige1_sigb1","CVM.b0.vmx",0.412,"CVM","b0","Varimax Rotated",40
"t","exp",0.05,"sige1_sigb1","CVM.b0.vmx",0.288,"CVM","b0","Varimax Rotated",40
"t","exp",0.1,"sige1_sigb1","CVM.b0.vmx",0.388,"CVM","b0","Varimax Rotated",40
"t","norm",0.05,"sige1_sigb1","CVM.b0.vmx",0.051,"CVM","b0","Varimax Rotated",40
"t","norm",0.1,"sige1_sigb1","CVM.b0.vmx",0.1,"CVM","b0","Varimax Rotated",40
"t","t",0.05,"sige1_sigb1","CVM.b0.vmx",0.337,"CVM","b0","Varimax Rotated",40
"t","t",0.1,"sige1_sigb1","CVM.b0.vmx",0.424,"CVM","b0","Varimax Rotated",40
"exp","exp",0.05,"sige1_sigb2","CVM.b0.vmx",0.212,"CVM","b0","Varimax Rotated",40
"exp","exp",0.1,"sige1_sigb2","CVM.b0.vmx",0.313,"CVM","b0","Varimax Rotated",40
"exp","norm",0.05,"sige1_sigb2","CVM.b0.vmx",0.057,"CVM","b0","Varimax Rotated",40
"exp","norm",0.1,"sige1_sigb2","CVM.b0.vmx",0.098,"CVM","b0","Varimax Rotated",40
"exp","t",0.05,"sige1_sigb2","CVM.b0.vmx",0.309,"CVM","b0","Varimax Rotated",40
"exp","t",0.1,"sige1_sigb2","CVM.b0.vmx",0.408,"CVM","b0","Varimax Rotated",40
"norm","exp",0.05,"sige1_sigb2","CVM.b0.vmx",0.249,"CVM","b0","Varimax Rotated",40
"norm","exp",0.1,"sige1_sigb2","CVM.b0.vmx",0.351,"CVM","b0","Varimax Rotated",40
"norm","norm",0.05,"sige1_sigb2","CVM.b0.vmx",0.061,"CVM","b0","Varimax Rotated",40
"norm","norm",0.1,"sige1_sigb2","CVM.b0.vmx",0.115,"CVM","b0","Varimax Rotated",40
"norm","t",0.05,"sige1_sigb2","CVM.b0.vmx",0.292,"CVM","b0","Varimax Rotated",40
"norm","t",0.1,"sige1_sigb2","CVM.b0.vmx",0.387,"CVM","b0","Varimax Rotated",40
"t","exp",0.05,"sige1_sigb2","CVM.b0.vmx",0.246,"CVM","b0","Varimax Rotated",40
"t","exp",0.1,"sige1_sigb2","CVM.b0.vmx",0.346,"CVM","b0","Varimax Rotated",40
"t","norm",0.05,"sige1_sigb2","CVM.b0.vmx",0.052,"CVM","b0","Varimax Rotated",40
"t","norm",0.1,"sige1_sigb2","CVM.b0.vmx",0.108,"CVM","b0","Varimax Rotated",40
"t","t",0.05,"sige1_sigb2","CVM.b0.vmx",0.336,"CVM","b0","Varimax Rotated",40
"t","t",0.1,"sige1_sigb2","CVM.b0.vmx",0.414,"CVM","b0","Varimax Rotated",40
"exp","exp",0.05,"sige2_sigb1","CVM.b0.vmx",0.197,"CVM","b0","Varimax Rotated",45
"exp","exp",0.1,"sige2_sigb1","CVM.b0.vmx",0.272,"CVM","b0","Varimax Rotated",45
"exp","norm",0.05,"sige2_sigb1","CVM.b0.vmx",0.052,"CVM","b0","Varimax Rotated",45
"exp","norm",0.1,"sige2_sigb1","CVM.b0.vmx",0.101,"CVM","b0","Varimax Rotated",45
"exp","t",0.05,"sige2_sigb1","CVM.b0.vmx",0.24,"CVM","b0","Varimax Rotated",45
"exp","t",0.1,"sige2_sigb1","CVM.b0.vmx",0.307,"CVM","b0","Varimax Rotated",45
"norm","exp",0.05,"sige2_sigb1","CVM.b0.vmx",0.199,"CVM","b0","Varimax Rotated",45
"norm","exp",0.1,"sige2_sigb1","CVM.b0.vmx",0.263,"CVM","b0","Varimax Rotated",45
"norm","norm",0.05,"sige2_sigb1","CVM.b0.vmx",0.055,"CVM","b0","Varimax Rotated",45
"norm","norm",0.1,"sige2_sigb1","CVM.b0.vmx",0.101,"CVM","b0","Varimax Rotated",45
"norm","t",0.05,"sige2_sigb1","CVM.b0.vmx",0.211,"CVM","b0","Varimax Rotated",45
"norm","t",0.1,"sige2_sigb1","CVM.b0.vmx",0.267,"CVM","b0","Varimax Rotated",45
"t","exp",0.05,"sige2_sigb1","CVM.b0.vmx",0.205,"CVM","b0","Varimax Rotated",45
"t","exp",0.1,"sige2_sigb1","CVM.b0.vmx",0.303,"CVM","b0","Varimax Rotated",45
"t","norm",0.05,"sige2_sigb1","CVM.b0.vmx",0.068,"CVM","b0","Varimax Rotated",45
"t","norm",0.1,"sige2_sigb1","CVM.b0.vmx",0.118,"CVM","b0","Varimax Rotated",45
"t","t",0.05,"sige2_sigb1","CVM.b0.vmx",0.273,"CVM","b0","Varimax Rotated",45
"t","t",0.1,"sige2_sigb1","CVM.b0.vmx",0.368,"CVM","b0","Varimax Rotated",45
"exp","exp",0.05,"sige1_sigb1","CVM.b0.vmx",0.26,"CVM","b0","Varimax Rotated",45
"exp","exp",0.1,"sige1_sigb1","CVM.b0.vmx",0.376,"CVM","b0","Varimax Rotated",45
"exp","norm",0.05,"sige1_sigb1","CVM.b0.vmx",0.057,"CVM","b0","Varimax Rotated",45
"exp","norm",0.1,"sige1_sigb1","CVM.b0.vmx",0.102,"CVM","b0","Varimax Rotated",45
"exp","t",0.05,"sige1_sigb1","CVM.b0.vmx",0.344,"CVM","b0","Varimax Rotated",45
"exp","t",0.1,"sige1_sigb1","CVM.b0.vmx",0.432,"CVM","b0","Varimax Rotated",45
"norm","exp",0.05,"sige1_sigb1","CVM.b0.vmx",0.284,"CVM","b0","Varimax Rotated",45
"norm","exp",0.1,"sige1_sigb1","CVM.b0.vmx",0.38,"CVM","b0","Varimax Rotated",45
"norm","norm",0.05,"sige1_sigb1","CVM.b0.vmx",0.048,"CVM","b0","Varimax Rotated",45
"norm","norm",0.1,"sige1_sigb1","CVM.b0.vmx",0.105,"CVM","b0","Varimax Rotated",45
"norm","t",0.05,"sige1_sigb1","CVM.b0.vmx",0.332,"CVM","b0","Varimax Rotated",45
"norm","t",0.1,"sige1_sigb1","CVM.b0.vmx",0.415,"CVM","b0","Varimax Rotated",45
"t","exp",0.05,"sige1_sigb1","CVM.b0.vmx",0.316,"CVM","b0","Varimax Rotated",45
"t","exp",0.1,"sige1_sigb1","CVM.b0.vmx",0.411,"CVM","b0","Varimax Rotated",45
"t","norm",0.05,"sige1_sigb1","CVM.b0.vmx",0.057,"CVM","b0","Varimax Rotated",45
"t","norm",0.1,"sige1_sigb1","CVM.b0.vmx",0.112,"CVM","b0","Varimax Rotated",45
"t","t",0.05,"sige1_sigb1","CVM.b0.vmx",0.357,"CVM","b0","Varimax Rotated",45
"t","t",0.1,"sige1_sigb1","CVM.b0.vmx",0.451,"CVM","b0","Varimax Rotated",45
"exp","exp",0.05,"sige1_sigb2","CVM.b0.vmx",0.24,"CVM","b0","Varimax Rotated",45
"exp","exp",0.1,"sige1_sigb2","CVM.b0.vmx",0.339,"CVM","b0","Varimax Rotated",45
"exp","norm",0.05,"sige1_sigb2","CVM.b0.vmx",0.06,"CVM","b0","Varimax Rotated",45
"exp","norm",0.1,"sige1_sigb2","CVM.b0.vmx",0.109,"CVM","b0","Varimax Rotated",45
"exp","t",0.05,"sige1_sigb2","CVM.b0.vmx",0.337,"CVM","b0","Varimax Rotated",45
"exp","t",0.1,"sige1_sigb2","CVM.b0.vmx",0.436,"CVM","b0","Varimax Rotated",45
"norm","exp",0.05,"sige1_sigb2","CVM.b0.vmx",0.271,"CVM","b0","Varimax Rotated",45
"norm","exp",0.1,"sige1_sigb2","CVM.b0.vmx",0.356,"CVM","b0","Varimax Rotated",45
"norm","norm",0.05,"sige1_sigb2","CVM.b0.vmx",0.055,"CVM","b0","Varimax Rotated",45
"norm","norm",0.1,"sige1_sigb2","CVM.b0.vmx",0.105,"CVM","b0","Varimax Rotated",45
"norm","t",0.05,"sige1_sigb2","CVM.b0.vmx",0.317,"CVM","b0","Varimax Rotated",45
"norm","t",0.1,"sige1_sigb2","CVM.b0.vmx",0.427,"CVM","b0","Varimax Rotated",45
"t","exp",0.05,"sige1_sigb2","CVM.b0.vmx",0.248,"CVM","b0","Varimax Rotated",45
"t","exp",0.1,"sige1_sigb2","CVM.b0.vmx",0.356,"CVM","b0","Varimax Rotated",45
"t","norm",0.05,"sige1_sigb2","CVM.b0.vmx",0.049,"CVM","b0","Varimax Rotated",45
"t","norm",0.1,"sige1_sigb2","CVM.b0.vmx",0.093,"CVM","b0","Varimax Rotated",45
"t","t",0.05,"sige1_sigb2","CVM.b0.vmx",0.347,"CVM","b0","Varimax Rotated",45
"t","t",0.1,"sige1_sigb2","CVM.b0.vmx",0.428,"CVM","b0","Varimax Rotated",45
"exp","exp",0.05,"sige2_sigb1","CVM.b0.vmx",0.179,"CVM","b0","Varimax Rotated",50
"exp","exp",0.1,"sige2_sigb1","CVM.b0.vmx",0.261,"CVM","b0","Varimax Rotated",50
"exp","norm",0.05,"sige2_sigb1","CVM.b0.vmx",0.04,"CVM","b0","Varimax Rotated",50
"exp","norm",0.1,"sige2_sigb1","CVM.b0.vmx",0.087,"CVM","b0","Varimax Rotated",50
"exp","t",0.05,"sige2_sigb1","CVM.b0.vmx",0.224,"CVM","b0","Varimax Rotated",50
"exp","t",0.1,"sige2_sigb1","CVM.b0.vmx",0.312,"CVM","b0","Varimax Rotated",50
"norm","exp",0.05,"sige2_sigb1","CVM.b0.vmx",0.172,"CVM","b0","Varimax Rotated",50
"norm","exp",0.1,"sige2_sigb1","CVM.b0.vmx",0.27,"CVM","b0","Varimax Rotated",50
"norm","norm",0.05,"sige2_sigb1","CVM.b0.vmx",0.061,"CVM","b0","Varimax Rotated",50
"norm","norm",0.1,"sige2_sigb1","CVM.b0.vmx",0.106,"CVM","b0","Varimax Rotated",50
"norm","t",0.05,"sige2_sigb1","CVM.b0.vmx",0.2,"CVM","b0","Varimax Rotated",50
"norm","t",0.1,"sige2_sigb1","CVM.b0.vmx",0.271,"CVM","b0","Varimax Rotated",50
"t","exp",0.05,"sige2_sigb1","CVM.b0.vmx",0.216,"CVM","b0","Varimax Rotated",50
"t","exp",0.1,"sige2_sigb1","CVM.b0.vmx",0.314,"CVM","b0","Varimax Rotated",50
"t","norm",0.05,"sige2_sigb1","CVM.b0.vmx",0.076,"CVM","b0","Varimax Rotated",50
"t","norm",0.1,"sige2_sigb1","CVM.b0.vmx",0.131,"CVM","b0","Varimax Rotated",50
"t","t",0.05,"sige2_sigb1","CVM.b0.vmx",0.278,"CVM","b0","Varimax Rotated",50
"t","t",0.1,"sige2_sigb1","CVM.b0.vmx",0.375,"CVM","b0","Varimax Rotated",50
"exp","exp",0.05,"sige1_sigb1","CVM.b0.vmx",0.27,"CVM","b0","Varimax Rotated",50
"exp","exp",0.1,"sige1_sigb1","CVM.b0.vmx",0.383,"CVM","b0","Varimax Rotated",50
"exp","norm",0.05,"sige1_sigb1","CVM.b0.vmx",0.044,"CVM","b0","Varimax Rotated",50
"exp","norm",0.1,"sige1_sigb1","CVM.b0.vmx",0.083,"CVM","b0","Varimax Rotated",50
"exp","t",0.05,"sige1_sigb1","CVM.b0.vmx",0.372,"CVM","b0","Varimax Rotated",50
